regime,observations,annualized_return,annualized_volatility,sharpe,max_drawdown
high_vol__down,40.0,0.04144283062955978,0.02216714402249207,1.842805277813905,-0.0036544908973440426
high_vol__up,539.0,0.04426848067633893,0.028032646932175113,1.5593313653749943,-0.01363017722630011
low_vol__down,182.0,-0.030597594958077012,0.029474265527067025,-1.0395570814342103,-0.025600271309103584
low_vol__up,762.0,0.02196002758633897,0.02758499763693053,0.8012768622495207,-0.042948236594361755
