pair,observations,total_return,annualized_return,annualized_volatility,sharpe,sortino,max_drawdown,calmar,historical_var_95,expected_shortfall_95,skew,excess_kurtosis,hit_rate,profit_factor,annualized_turnover,total_turnover,trades,exposure
wti_brent,1512.0,1.030367701336813,0.12528479161166928,0.07617310053306546,1.587906819086987,2.688209083831894,-0.05944473422366725,2.1075843512105155,0.004364772939807172,0.010661248854004607,0.6982470148579941,15.078165472253666,0.350547730829421,1.723224468056396,52.38620585088032,314.31723510528195,118.0,0.3458994708994709
treasury_2y_1y,1512.0,0.00672719517164766,0.001118069334855365,0.057462513281776484,0.048196454193289905,0.06697274883292692,-0.11719185465692383,0.009540503801467128,0.00487643835452581,0.009628964488679463,-0.49717090387251317,16.445771374558884,0.31873479318734793,1.0148441987348011,38.66257416523219,231.97544499139315,84.0,0.4933862433862434
sp500_dow,1512.0,-0.14114573604809877,-0.025040491117713115,0.027701342205163078,-0.9015588453318072,-1.195079688346793,-0.1734345956588189,-0.14438002419639995,0.0026156087710417953,0.0049643246497764115,-0.43472755809198116,18.185051917693112,0.26307922272047835,0.7463028658962761,57.02501873385818,342.1501124031491,115.0,0.3664021164021164
euro_sterling,1512.0,-0.0378268907543734,-0.006406208398573976,0.024063029578189146,-0.25504987930597556,-0.35466401885725507,-0.061420053712817224,-0.10430157597268788,0.00209279639147657,0.004099506076169809,-0.4275413810333625,16.63851214337794,0.31868131868131866,0.9234336846424529,26.566999765534018,159.4019985932041,54.0,0.4503968253968254
hy_ig_credit,504.0,0.2633797989810922,0.12400168993693783,0.07603797350274653,1.5755193662450777,2.6382161552206544,-0.061440010401618284,2.0182563304655905,0.006109912457160264,0.011340602747079763,0.7864674554178056,8.535870749800289,0.36585365853658536,1.6478147612976608,31.24421257711445,62.4884251542289,23.0,0.37103174603174605
